SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Pachycephala chlorura,Vanuatu Whistler,necwhi2,species,19394.0,GOWH VAWH MEWH,PACH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala meyeri,Vogelkop Whistler,vogwhi1,species,19400.0,VOWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala soror,Sclater's Whistler,sclwhi1,species,19401.0,SCWH,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala vitiensis,White-throated Fiji Whistler,whtwhi1,species,19409.0,FIWH WTFW,PAVI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala graeffii,Yellow-throated Fiji Whistler,fijwhi1,species,19413.0,FIWH YTFW,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala flavifrons,Samoan Whistler,samwhi1,species,19423.0,SAWH,PAFL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,species,19424.0,TOWH,PAJA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala caledonica,New Caledonian Whistler,necwhi3,species,19425.0,NCWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,species,19426.0,HOWH GHWH,PAIM,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,species,19427.0,BHWH BOWH,PARI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala citreogaster,Bismarck Whistler,biswhi1,species,19428.0,GOWH BIWH,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala collaris,Louisiade Whistler,louwhi1,species,19435.0,GOWH LOWH,PACO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala ornata,Nendo Whistler,temwhi2,species,19439.0,NEWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala utupuae,Utupua Whistler,temwhi3,species,19440.0,UTWH,PAUT,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala vanikorensis,Vanikoro Whistler,temwhi4,species,19441.0,VAWH,PAVA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala orioloides,Oriole Whistler,oriwhi1,species,19442.0,ORWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala feminina,Rennell Whistler,renwhi1,species,19453.0,REWH,PAFE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala calliope,Tenggara Whistler,rubwhi1,species,19454.0,TEWH SBWH RBWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala teysmanni,Selayar Whistler,rubwhi2,species,19461.0,SEWH,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala macrorhyncha,Moluccan Whistler,yetwhi1,species,19462.0,GSWH YTWH MOWH,PAMA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala sharpei,Babar Whistler,yetwhi6,species,19469.0,YTWH BAWH,PASH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,species,19470.0,BCWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala balim,Baliem Whistler,golwhi2,species,19475.0,GOWH BAWH,PABA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala pectoralis,Golden Whistler,y01193,species,19476.0,GOWH AGWH,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala melanura,Black-tailed Whistler,bltwhi1,species,19486.0,BTWH MGWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala tenebrosa,Morningbird,mornin1,species,19494.0,MORN,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala modesta,Brown-backed Whistler,brbwhi1,species,19495.0,BBWH,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,species,19499.0,LOWH,PALO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala aurea,Golden-backed Whistler,gobwhi1,species,19500.0,GBWH,PAAU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,species,19501.0,YBWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala hypoxantha,Bornean Whistler,borwhi1,species,19510.0,BOWH,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,species,19513.0,SBWH SVWH,PASU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala cinerea,Mangrove Whistler,manwhi1,species,19514.0,MAWH,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala albiventris,Green-backed Whistler,grbwhi1,species,19517.0,GBWH,PAAL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala homeyeri,White-vented Whistler,whvwhi1,species,19518.0,WVWH,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala phaionota,Island Whistler,islwhi2,species,19522.0,ISWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala melanorhyncha,Biak Whistler,biawhi1,species,19523.0,BIWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala hyperythra,Rusty Whistler,ruswhi1,species,19524.0,RUWH,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala simplex,Gray Whistler,grywhi2,species,19529.0,GRWH BRWH GHWH,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,species,19540.0,WAWH,PAAR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala griseonota,Drab Whistler,drawhi1,species,19545.0,DBWH DRWH,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,species,19552.0,WBWH,PALE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala monacha,Black-headed Whistler,blhwhi1,species,19555.0,BHWH,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala rufiventris,Rufous Whistler,rufwhi1,species,19558.0,RUWH,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala lanioides,White-breasted Whistler,whbwhi2,species,19565.0,WBWH,PALA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pitohui dichrous,Hooded Pitohui,hoopit1,species,19571.0,HOPI,PIDI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui cerviniventris,Raja Ampat Pitohui,varpit4,species,19574.0,RAPI WAPI,PICE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,species,19577.0,NVPI,PIKI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui uropygialis,Southern Variable Pitohui,varpit3,species,19589.0,SVPI,PIUR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus melanotis,Timor Oriole,timori1,species,19597.0,TIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus finschi,Wetar Oriole,timori3,species,19598.0,WEOR,ORFI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus bouroensis,Buru Oriole,burori2,species,19599.0,BUOR BEOR,ORBO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus decipiens,Tanimbar Oriole,burori3,species,19600.0,TAOR,ORDE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus forsteni,Seram Oriole,serori1,species,19601.0,GCOR SEOR,ORFO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus phaeochromus,Halmahera Oriole,halori1,species,19602.0,HAOR DBOR,ORPH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus szalayi,Brown Oriole,broori1,species,19603.0,BROR,ORSZ,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus sagittatus,Olive-backed Oriole,olbori1,species,19604.0,OBOR,ORSA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus flavocinctus,Green Oriole,greori1,species,19609.0,YEOR GROR,ORFL,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus xanthonotus,Dark-throated Oriole,datori1,species,19614.0,DTOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus consobrinus,Ventriloquial Oriole,datori7,species,19617.0,VEOR,ORCO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus albiloris,White-lored Oriole,whlori1,species,19620.0,WLOR,ORAL,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus steerii,Philippine Oriole,phiori1,species,19621.0,PHOR,ORST,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus isabellae,Isabela Oriole,isaori1,species,19628.0,ISOR,ORIS,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus oriolus,Eurasian Golden Oriole,eugori2,species,19629.0,EGOR,OROR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus kundoo,Indian Golden Oriole,ingori1,species,19630.0,IGOR,ORKU,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus auratus,African Golden Oriole,afgori2,species,19632.0,AGOR,ORAU,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chinensis,Black-naped Oriole,blnori1,species,19636.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus tenuirostris,Slender-billed Oriole,slbori1,species,19661.0,SBOR,ORTE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chlorocephalus,Green-headed Oriole,grhori1,species,19664.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus crassirostris,Sao Tome Oriole,satori1,species,19669.0,STOR,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus brachyrynchus,Western Black-headed Oriole,wbhori1,species,19670.0,WEOR WBHO,ORBR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,species,19673.0,EBHO ETOR,ORMO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus larvatus,African Black-headed Oriole,abhori1,species,19676.0,EBHO ABHO BHOR,ORLA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus percivali,Black-tailed Oriole,bltori1,species,19683.0,MOOR BTOR,ORPE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus nigripennis,Black-winged Oriole,blwori1,species,19684.0,BWOR,ORNI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus xanthornus,Black-hooded Oriole,blhori1,species,19685.0,BHOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus hosii,Black Oriole,blaori1,species,19691.0,BLOR,ORHO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus consanguineus,Black-and-crimson Oriole,bacori1,species,19692.0,BACO JACO,ORCO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus cruentus,Javan Oriole,bacori3,species,19696.0,JAOR,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus traillii,Maroon Oriole,marori2,species,19697.0,MAOR,ORTR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus mellianus,Silver Oriole,silori1,species,19704.0,SIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,species,19706.0,WEFI,SPHY,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres viridis,Green Figbird,grnfig1,species,19707.0,GRFI TIFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres vieilloti,Australasian Figbird,ausfig1,species,19708.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Turnagra tanagra,North Island Piopio,noipio1,species,19715.0,NIPI,TUTA,,Passeriformes,Old World Orioles,Oriolidae,,true,1902,orioli1
Turnagra capensis,South Island Piopio,soipio1,species,19716.0,SIPI,TUCA,,Passeriformes,Old World Orioles,Oriolidae,,true,1897,orioli1
Machaerirhynchus nigripectus,Black-breasted Boatbill,blbboa1,species,19720.0,BBBO,MANI,,Passeriformes,Boatbills,Machaerirhynchidae,,,,machae1
Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yebboa1,species,19724.0,YBBO,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,,,,machae1
Artamus fuscus,Ashy Woodswallow,ashwoo2,species,19734.0,ASWO,ARFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus mentalis,Fiji Woodswallow,fijwoo1,species,19735.0,FIWO,ARME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus monachus,Ivory-backed Woodswallow,whbwoo8,species,19736.0,IBWO,ARMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus maximus,Great Woodswallow,grewoo1,species,19737.0,GRWO,ARMA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus leucorynchus,White-breasted Woodswallow,whbwoo4,species,19738.0,WBWO,ARLE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus insignis,Bismarck Woodswallow,biswoo1,species,19748.0,BIWO WBWO,ARIN,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus personatus,Masked Woodswallow,maswoo1,species,19749.0,MAWO,ARPE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus superciliosus,White-browed Woodswallow,whbwoo5,species,19750.0,WBWO,ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus cinereus,Black-faced Woodswallow,blfwoo1,species,19753.0,BFWO,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus cyanopterus,Dusky Woodswallow,duswoo1,species,19761.0,DUWO,ARCY,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus minor,Little Woodswallow,litwoo4,species,19764.0,LIWO,ARMI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Peltops montanus,Mountain Peltops,moupel1,species,19768.0,MOPE,PEMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Peltops blainvillii,Lowland Peltops,lowpel1,species,19769.0,LOPE,PEBL,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus mentalis,Black-backed Butcherbird,blbbut1,species,19770.0,BBBU,CRME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus torquatus,Gray Butcherbird,grybut1,species,19773.0,GRBU,CRTO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus argenteus,Silver-backed Butcherbird,sibbut1,species,19777.0,SBBU,CRAR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus cassicus,Hooded Butcherbird,hoobut1,species,19780.0,HOBU,CRCA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus louisiadensis,Tagula Butcherbird,tagbut1,species,19783.0,TABU,CRLO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus nigrogularis,Pied Butcherbird,piebut1,species,19784.0,PIBU,CRNI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Melloria quoyi,Black Butcherbird,blabut1,species,19787.0,BLBU,MEQU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Gymnorhina tibicen,Australian Magpie,ausmag2,species,19793.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera graculina,Pied Currawong,piecur1,species,19807.0,PICU,STGR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera fuliginosa,Black Currawong,blacur2,species,19814.0,BLCU,STFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera versicolor,Gray Currawong,grycur1,species,19818.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Rhagologus leucostigma,Mottled Berryhunter,motwhi1,species,19828.0,MOBE,RHLE,,Passeriformes,Mottled Berryhunter,Rhagologidae,,,,rhagol1
Lanioturdus torquatus,White-tailed Shrike,whtshr1,species,19833.0,WTSH GRBA,LATO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Dyaphorophyia castanea,Chestnut Wattle-eye,chweye1,species,19834.0,CHWE CWEY,DYCA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Dyaphorophyia hormophora,West African Wattle-eye,weawae1,species,19835.0,WAWE,DYHO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Dyaphorophyia tonsa,White-spotted Wattle-eye,wsweye1,species,19836.0,WSWE,DYTO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira cyanea,Brown-throated Wattle-eye,btweye2,species,19837.0,BTWE,PLCY,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira albifrons,White-fronted Wattle-eye,wfweye1,species,19841.0,WFWE,PLAL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira peltata,Black-throated Wattle-eye,btweye1,species,19842.0,BTWE,PLPE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira laticincta,Banded Wattle-eye,baweye1,species,19846.0,BWEY BAWE,PLLA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira blissetti,Red-cheeked Wattle-eye,rcweye1,species,19847.0,RCWE,PLBL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira chalybea,Black-necked Wattle-eye,bnweye1,species,19848.0,BNWE,PLCH,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira jamesoni,Jameson's Wattle-eye,jaweye1,species,19849.0,JWEY JAWE,PLJA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira concreta,Yellow-bellied Wattle-eye,ybweye1,species,19850.0,YBWE YBBW,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis margaritae,Boulton's Batis,boubat1,species,19856.0,MABA BOBA,BAMA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis mixta,Short-tailed Batis,shtbat1,species,19859.0,FOBA STBA,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis crypta,Dark Batis,darbat1,species,19862.0,DABA,BACR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis diops,Rwenzori Batis,ruwbat1,species,19863.0,RWBA,BADI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis capensis,Cape Batis,capbat10,species,19864.0,CABA,BACA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis dimorpha,Malawi Batis,capbat2,species,19870.0,MABA,BADI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis fratrum,Woodwards' Batis,woobat1,species,19874.0,WOBA,BAFR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis molitor,Chinspot Batis,chibat1,species,19875.0,CSBA CHBA,BAMO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis soror,Pale Batis,palbat1,species,19880.0,PABA ECBA,BASO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis pririt,Pririt Batis,pribat1,species,19881.0,PRBA,BAPR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis senegalensis,Senegal Batis,senbat1,species,19884.0,SEBA,BASE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis orientalis,Gray-headed Batis,gyhbat1,species,19885.0,GHBA,BAOR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis erlangeri,Western Black-headed Batis,bkhbat1,species,19890.0,WBHB,BAER,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis minor,Eastern Black-headed Batis,bkhbat2,species,19893.0,EBHB,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis perkeo,Pygmy Batis,pygbat1,species,19897.0,PYBA,BAPE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis minima,Verreaux's Batis,verbat1,species,19898.0,GABA VEBA,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis ituriensis,Ituri Batis,itubat1,species,19899.0,ITBA,BAIT,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis poensis,Bioko Batis,fepbat1,species,19900.0,FPBA BIBA,BAPO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis occulta,West African Batis,weabat1,species,19901.0,WABA,BAOC,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis minulla,Angola Batis,angbat1,species,19902.0,ANBA,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Prionops plumatus,White-crested Helmetshrike,whihel1,species,19905.0,WCHE,PRPL,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops poliolophus,Gray-crested Helmetshrike,gychel1,species,19912.0,GCHE,PRPO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops alberti,Yellow-crested Helmetshrike,yechel1,species,19913.0,YCHE,PRAL,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops caniceps,Red-billed Helmetshrike,chbhel1,species,19914.0,RBHE,PRCA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops rufiventris,Rufous-bellied Helmetshrike,rubhel1,species,19917.0,RBHE,PRRU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops retzii,Retz's Helmetshrike,rethel1,species,19920.0,REHE,PRRE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops gabela,Angola Helmetshrike,anghel1,species,19925.0,ANHE GAHE,PRGA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops scopifrons,Chestnut-fronted Helmetshrike,chfhel1,species,19926.0,CFHE,PRSC,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Megabyas flammulatus,African Shrike-flycatcher,afrshf1,species,19930.0,SHFL ASFL AFSF,MEFL,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Bias musicus,Black-and-white Shrike-flycatcher,bawfly1,species,19933.0,BAWF BAWS BAWH,BIMU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis sylvicola,Malabar Woodshrike,malwoo1,species,19937.0,MAWO,TESY,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis virgatus,Large Woodshrike,larwoo1,species,19938.0,LAWO,TEVI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis pondicerianus,Common Woodshrike,comwoo1,species,19949.0,COWO,TEPO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis affinis,Sri Lanka Woodshrike,srlwoo1,species,19955.0,SLWO,TEAF,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Hemipus picatus,Bar-winged Flycatcher-shrike,bwfshr1,species,19956.0,BWFS,HEPI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Hemipus hirundinaceus,Black-winged Flycatcher-shrike,bwfshr2,species,19961.0,BWFS,HEHI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Philentoma pyrhoptera,Rufous-winged Philentoma,ruwphi2,species,19962.0,RWPH,PHPY,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Philentoma velata,Maroon-breasted Philentoma,mabphi2,species,19965.0,MBPH,PHVE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia archboldi,Archbold's Newtonia,arcnew1,species,19969.0,ARNE,NEAR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia brunneicauda,Common Newtonia,comnew1,species,19970.0,CONE,NEBR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia amphichroa,Dark Newtonia,darnew1,species,19973.0,DANE,NEAM,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia fanovanae,Red-tailed Newtonia,retnew1,species,19976.0,RTNE,NEFA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tylas eduardi,Tylas Vanga,tylvan1,species,19977.0,TYVA,TYED,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Calicalicus madagascariensis,Red-tailed Vanga,retvan1,species,19980.0,RTVA,CAMA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Calicalicus rufocarpalis,Red-shouldered Vanga,resvan1,species,19981.0,RSVA,CARU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Hypositta corallirostris,Nuthatch-Vanga,nuthat2,species,19982.0,NUVA,HYCO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
